DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MS,434,63935.56913,19459.54148
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MT,135,67080.46667,21387.22222
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NC,1231,68486.04062,22417.42486
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ND,187,62320.86096,19348.49733
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NE,266,62453.40977,20711.01128
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NH,246,72182.86993,24195.17073
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NJ,1033,99277.86931,23082.70377
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NM,123,85603.47967,22032.47967
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NV,253,118367.2727,22440.12253
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NY,1790,70135.80838,26875.38547
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OH,1450,81329.55931,21613.43517
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OK,526,73048.42776,19262.15589
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OR,313,67141.60703,22693.91054
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,PA,1403,104857.4569,22127.65716
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,RI,82,72537.2439,24244
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SC,594,98634.65826,21021.43939
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SD,209,81258.61244,20515.55502
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,TN,1026,75270.80409,19564.65302
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,TX,2458,91890.06062,20961.51709
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,UT,171,68780.98246,22704.09357
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,VA,949,83998.14963,22787.09167
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,VT,47,47298.61702,27731.91489
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WA,648,99795.05711,24410.62346
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WI,604,71608.19371,23009.12914
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WV,302,56695.13245,19528.21192
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WY,57,87657.15789,30325.7193
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AK,33,78937.48485,23134.48485
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AL,517,66045.73695,14817.33075
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AR,359,55603.2312,15330.27298
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AZ,578,73133.78893,17604.35121
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CA,2212,107281.4344,22071.25814
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CO,248,78179.21774,16590.58871
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CT,429,55407.96037,20624.56643
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,DC,82,72724.48781,22170.07317
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,DE,102,53102.35294,18994.45098
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,FL,2753,77310.06611,15920.03378
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,GA,626,54797.01597,16689.89457
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,HI,46,53533.45652,24444.32609
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IA,297,48589.80471,15766.74074
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ID,64,46334.48437,15834.67188
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IL,1476,69805.3706,18120.45935
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IN,700,55682.16857,16226.35429
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,KS,350,57097.72857,15703.42286
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,KY,470,55674.74894,16098.22766
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,LA,329,64552.91489,15652.29179
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MA,713,50349.85414,21720.77139
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MD,547,26453.50091,24882.15905
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ME,184,49237.09239,18406.96739
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MI,1308,51802.79664,18463.41284
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MN,582,55869.83333,18959.25086
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MO,698,56754.10888,16052.88825
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MS,343,52252.38192,16213.17493
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MT,77,45979.54546,17147.68831
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NC,946,57480.92178,18672.01586
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ND,132,37821.24242,16739.99243
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NE,269,49166.90334,16518.8513
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NH,120,46540.14167,18685.78333
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NJ,1302,102204.7235,19048.9086
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NM,81,56716.80247,16505.12346
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NV,160,97100.06251,18211.79375
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NY,1777,63473.5498,22091.6511
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OH,1115,57563.18027,16996.70314
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OK,460,70072.01957,15835.86739
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OR,198,44741.30303,18246.69697
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,PA,1577,80781.80152,17545.39949
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,RI,69,53606.57971,18654.44927
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SC,544,72411.86397,17401.84559
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SD,125,44927.904,17500.176
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,TN,741,59871.33468,16683.9919
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,TX,1995,76113.99749,17080.59799
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,UT,113,47694.9115,17444.04425
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,VA,676,57978.18639,17415.97337
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,VT,39,41072.25641,22532.74359
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WA,345,63188.06957,18702.06667
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WI,507,53617.45759,18546.08087
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WV,198,39674.61616,16099.51515
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WY,34,65011.61765,22932.88235
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AK,57,55813.77193,17493.17544
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AL,475,54564.18105,11410.94526
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AR,399,47954.01002,11658.39599
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AZ,603,61790.32173,13519.21227
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CA,1953,78139.62315,16376.86124
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CO,226,61975.9292,13529.96903
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CT,409,44876.43521,16504.84841
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DC,80,44149.825,15796.575
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DE,109,40347.6789,14191.9266
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,FL,2548,63050.55102,12339.31711
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,GA,617,44359.62237,13111.7034
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,HI,40,37226.375,17018.25
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IA,336,40664.44345,11974.84226
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ID,86,39736.61628,12828.8721
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IL,1165,55734.54506,13695.07124
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,IN,761,45748.43758,12782.85545
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,KS,335,46288.86567,12300.34627
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,KY,527,46223.04364,12416.90133
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,LA,267,49689.91386,12017.60674
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MA,675,38334.43111,16807.02222
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MD,519,20753.46243,19577.38728
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ME,138,39304.31159,14437.15217
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MI,1041,42230.26993,14045.94428
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MN,454,46198.4163,14253.5022
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MO,691,46492.36179,12279.68162
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MS,383,43866.08877,12303.4987
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MT,73,38425.46576,14841.71233
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NC,878,44272.42255,13889.53531
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ND,112,30911.01786,12734.70536
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NE,198,41171.93939,13215
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NH,121,37724.8595,14305.73554
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NJ,1081,79303.07493,14612.90102
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NM,100,48706.07,13227.06
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NV,184,82024.29891,14404.24456
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NY,2088,46980.73946,17541.86542
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OH,1071,45807.80579,12917.95612
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OK,390,52406.5718,12564.54359
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,OR,202,36115.18812,14002.24752
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,PA,1412,60305.53399,13392.76558
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,RI,44,52738.65909,16203.79545
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SC,566,55331.19081,12901.38339
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SD,153,33076.33333,13937.07843
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,TN,783,51791.21073,12608.24266
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,TX,1721,60525.16212,13164.05346
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,UT,135,37855.46666,13354.21481
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,VA,660,48134.01212,13132.73182
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,VT,52,36825.80769,18520.51923
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WA,459,50674.57299,14330.86928
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WI,338,41209.53254,13958.07396
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WV,189,32657.43386,12450.78836
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WY,47,46967.76596,18211.80851
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AK,37,119404.1622,30857.32432
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AL,564,82282.8617,18565.10816
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AR,468,68171.13676,19187.19658
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,AZ,566,105442.7456,23264.28975
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CA,1985,166637.2741,28878.16725
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CO,149,118496.5235,23274.57047
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,CT,278,84651.0108,29889.2518
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,DC,129,86471.75194,26323.82171
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,DE,146,68104.85616,25547.07534
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,FL,2016,113349.7148,20513.50496
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,GA,706,76070.22663,20843.47025
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,HI,59,84014.49152,26133.61017
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IA,477,67997.50524,19871.49266
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ID,89,66247.34832,20791.17978
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IL,1049,98071.755,24402.6244
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,IN,591,77816.5753,21685.76988
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,KS,199,89380.56784,20279.75377
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,KY,713,67942.0575,21116.60308
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,LA,460,99288.80436,20969.34565
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MA,363,64966.93939,29743.6281
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MD,333,30944.19219,29111.17117
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ME,135,67969.74815,24459.08148
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MI,1167,68411.52185,23476.79177
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MN,539,76901.39518,24327.92579
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MO,902,73240.62084,20231.01441
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MS,490,83061.54287,21045.09592
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MT,74,64471.48649,20629.35135
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NC,941,82893.47609,23286.49947
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ND,134,63544.68657,20853.91791
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NE,85,63340.09411,22393.61176
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NH,79,72236.81012,25543.11393
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NJ,820,130167.6159,25999.50366
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NM,127,79670.10236,22670.74016
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NV,150,152732.4467,22932.52
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NY,1632,73125.97427,29667.50368
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OH,1115,84205.23497,22245.89686
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OK,382,89824.64921,20785.47382
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,OR,144,61183.875,23757.34722
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,PA,998,113660.7966,23373.08116
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,RI,76,115994.7237,24916.10526
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SC,530,91049.63585,21939.51698
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SD,116,59819.01724,20433.47414
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,TN,1039,80496.60732,20808.2743
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,TX,1999,107550.922,21607.42571
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,UT,183,63071.39344,23872.15847
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,VA,570,88422.09123,22577.7386
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,VT,59,50859.52542,28758.32203
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WA,414,99462.02657,23409.18357
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WI,425,72584,22665.34823
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WV,374,63238.75669,21136.50268
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WY,28,88056.71429,35622.32143
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AK,131,81855.48854,20250.48091
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AL,2183,61972.6033,11231.74393
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AR,2342,46597.34201,11289.2801
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,AZ,2026,74754.56417,14309.58588
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CA,6636,102085.7155,16768.96278
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CO,924,76054.7684,13954.58442
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CT,1163,55578.38263,17685.81513
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DC,307,64079.25081,16252.01303
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DE,451,51192.91131,15444.99113
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,FL,8241,77938.07827,12671.11807
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,GA,2949,53486.54561,13057.02713
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,HI,157,50617.66879,17415.5414
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IA,1483,47353.265,12272.95752
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ID,319,46564.93417,13117.74295
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IL,4849,65705.36709,14833.94432
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,IN,3220,52978.44162,13063.67236
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,KS,946,56789.56237,12520.86469
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,KY,3325,46588.68752,12591.52391
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,LA,1603,69458.77667,13366.82845
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MA,1652,46216.91828,17741.5799
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MD,1690,16838.8071,15903.12189
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ME,484,47218.05785,15532.08471
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MI,5420,44975.14133,14008.26384
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MN,1863,48813.88889,14628.74665
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MO,3225,51374.32651,12305.73767
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MS,1417,60713.35427,12853.012
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MT,383,45385.7624,13541.20888
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NC,3787,58819.77449,13946.04014
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ND,486,43438.47737,13411.38271
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NE,791,57833.1732,13581.12389
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NH,422,53868.83175,15624.95972
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NJ,2599,90312.1339,15593.55983
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NM,429,58118.50816,14581.08392
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NV,770,94849.71689,14009.45974
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NY,8353,47695.84485,18201.82509
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OH,5147,53680.83622,13354.89955
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OK,1466,65408.84243,13194.9809
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,OR,678,42820.99558,14007.37905
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,PA,4615,73766.18874,13721.95385
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,RI,174,89855.77587,15885.77011
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SC,2085,70104.79712,13527.42974
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SD,483,40631.59213,31140.54037
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TN,3216,56956.07867,12981.56685
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TX,5949,75721.8309,13470.93814
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,UT,548,43613.31204,13839.57847
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,VA,2147,62066.0517,14262.3116
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,VT,137,38523.78102,18614.59124
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WA,1706,67629.98593,15228.39508
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WI,1640,51319.08537,14028.36341
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WV,1098,41115.65392,12246.33424
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WY,157,54731.45223,17302.13376
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,AL,787,55660.24905,10124.41804
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,AR,901,48325.45283,10231.05549
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,AZ,375,64603.50667,12330.144
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,CA,1406,97513.53769,14972.55548
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,CO,268,59580.44776,11731.82463
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,CT,518,49727.53282,15514.4556
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,DC,147,59295.79592,14894.87755
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,DE,133,48347.7594,13609.53384
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,FL,2362,74146.0652,11133.1884
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,GA,955,46910.73717,11330.03665
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,HI,18,49204.72222,17182.05556
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,IA,303,41313.63696,10547.80858
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,ID,98,40538.45918,10991.11224
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,IL,1671,60265.08079,12927.33393
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,IN,1400,46593.38286,11154.12429
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,KS,401,60879.94763,11169.23192
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,KY,797,41494.44542,10955.41656
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,LA,329,61482.37082,11313.46201
